,Date,Time,hashtags,tagged_usernames,Text,tokens,data,pol_sub,polarity,subjectivity,Stanford_score,Stanford_sentiment
41,2020-05-20,11:16:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],"['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']","['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']",bjp has already taken bold step to welfare ews students by giving ews reservation now the time has come to provide s,"Sentiment(polarity=0.3333333333333333, subjectivity=0.6666666666666666)",0.3333333333333333,0.6666666666666666,1.0,Negative
42,2020-05-20,11:16:00,['#bjp'],"['@anuj_sena', '@umeshnanda85', '@officeofut', '@bskoshyari', '@authackeray']","['bjp', 'playing', 'cheap', 'politics']","['bjp', 'playing', 'cheap', 'politics']",bjp is not playing any cheap politics,"Sentiment(polarity=0.4, subjectivity=0.7)",0.4,0.7,1.0,Negative
43,2020-05-20,11:16:00,[],['@indianenvision:'],"['need', 'government', 'cares', 'people', 'instead', 'seats', 'parliament', '.', 'remember', 'democracy']","['need', 'government', 'cares', 'people', 'instead', 'seats', 'parliament', '.', 'remember', 'democracy']",we need a government who cares about the people instead of their seats in the parliament  remember democracy is of the,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
44,2020-05-20,11:15:00,[],[],"['need', 'government', 'cares', 'people', 'instead', 'seats', 'parliament', '.', 'remember', 'democracy']","['need', 'government', 'cares', 'people', 'instead', 'seats', 'parliament', '.', 'remember', 'democracy']",we need a government who cares about the people instead of their seats in the parliament  remember democracy is of,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
45,2020-05-20,11:14:00,['#congress\\n#bjp\\n#bjpsellingindia\\xe2\\x80\\xa6'],[],"['may', 'congress', 'definitely', 'support', 'bjp', 'never', '.', 'congress', 'bjp', 'bjpsellingindia']","['may', 'congress', 'definitely', 'support', 'bjp', 'never', '.', 'congress', 'bjp', 'bjpsellingindia']",i may not be against congress but definitely will not support bjp never  congress bjp bjpsellingindia,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,1.0,Negative
46,2020-05-20,11:13:00,"['#bjp', '#rajivgandhi']",['@i_theindian:'],"['bjp', 'keeps', 'raising', 'fake', 'allegations', 'rajivgandhi', 'score', 'brownie', 'points', 'withdrew', 'application']","['bjp', 'keeps', 'raising', 'fake', 'allegations', 'rajivgandhi', 'score', 'brownie', 'points', 'withdrew', 'application']",while bjp keeps raising fake allegations against rajivgandhi to score brownie points they withdrew their application to,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,1.0,Negative
47,2020-05-20,11:12:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],"['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']","['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']",bjp has already taken bold step to welfare ews students by giving ews reservation now the time has come to provide s,"Sentiment(polarity=0.3333333333333333, subjectivity=0.6666666666666666)",0.3333333333333333,0.6666666666666666,1.0,Negative
48,2020-05-20,11:10:00,[],['@ambujspeaks:'],"['found', 'excellent', 'piece', 'cartoon', 'clearly', 'depicting', 'state', 'nation', 'today', '.', 'lowest', 'strata', 'society']","['found', 'excellent', 'piece', 'cartoon', 'clearly', 'depicting', 'state', 'nation', 'today', '.', 'lowest', 'strata', 'society']",found an excellent piece of cartoon clearly depicting the state of the nation today the lowest strata of our society has,"Sentiment(polarity=0.55, subjectivity=0.6916666666666667)",0.55,0.6916666666666667,3.0,Positive
49,2020-05-20,11:10:00,"['#bjp', '#uttarpradesh', '#congress', '#ajaykumarlallu', '#priyankagandhi\\xe2\\x80\\x99s']",['@nh_india:'],"['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']","['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']",bjp government in an act of vengeance booked uttarpradesh congress president ajaykumarlallu and priyankagandhis secre,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
50,2020-05-20,11:10:00,['#bjp'],['@saksham23956924:'],"['wtf', 'governance', 'taking', 'place', 'somebody', 'trying', 'help', 'others', 'allowed', '.', 'time', 'bjp']","['wtf', 'governance', 'taking', 'place', 'somebody', 'trying', 'help', 'others', 'allowed', '.', 'time', 'bjp']",wtf governance is taking place if somebody is trying to help others why are they not being allowed this time bjp has,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,1.0,Negative
51,2020-05-20,11:07:00,[],['@ripunbora:'],"['madam', 'fm', '!', 'today', 'morning', 'accused', 'cong', 'ruled', 'states', 'failed', 'arrange', 'train', 'migrant', 'workers', 'perhaps']","['madam', 'fm', '!', 'today', 'morning', 'accused', 'cong', 'ruled', 'states', 'failed', 'arrange', 'train', 'migrant', 'workers', 'perhaps']",madam fm today morning you accused cong ruled states that they failed to arrange train for the migrant workers perhaps you,"Sentiment(polarity=-0.5, subjectivity=0.3)",-0.5,0.3,2.0,Neutral
52,2020-05-20,11:07:00,"['#bjp', '#seedhibaatpackagebakwas']",['@incassam:'],"['congress', 'thinks', 'next', 'generations', '.', 'bjp', 'thinks', 'next', 'elections', '.', 'seedhibaatpackagebakwas']","['congress', 'thinks', 'next', 'generations', '.', 'bjp', 'thinks', 'next', 'elections', '.', 'seedhibaatpackagebakwas']",congress thinks for next generations bjp thinks for next elections seedhibaatpackagebakwas,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
53,2020-05-20,11:07:00,"['#up', '#lucknow']","['@ripunbora:', '@priyankagandhi']","['use', 'asking', 'cm', 'line', '1000', 'empty', 'buses', 'lucknow', 'migrants', 'workers', 'strand']","['use', 'asking', 'cm', 'line', '1000', 'empty', 'buses', 'lucknow', 'migrants', 'workers', 'strand']",what is the use of asking  by up cm to line up  empty buses at lucknow when migrants workers are strand,"Sentiment(polarity=-0.1, subjectivity=0.5)",-0.1,0.5,1.0,Negative
54,2020-05-20,11:06:00,"['#bjp', '#bjp']",[],"['jothimani', 'speech', 'bjp', 'candidates', 'karu', 'nagarajan..', 'bjp', 'candidates', 'speech', 'always', 'like', 'third', 'rated', 'men..', 'https//t.co/xte4k3fuox']","['jothimani', 'speech', 'bjp', 'candidates', 'karu', 'nagarajan..', 'bjp', 'candidates', 'speech', 'always', 'like', 'third', 'rated', 'men..', 'https//t.co/xte4k3fuox']",jothimani speech against bjp candidates karu nagarajan bjp candidates speech is always like a third rated men httpstcoxtekfuox,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
55,2020-05-20,11:06:00,['#bjp'],"['@sayanisengupt15:', '@bjp4bengal']","['bjp', 'always', '...', '..']","['bjp', 'always', '...', '..']",this is what bjp always do,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
